name,type,value,date
F1 2002,Electronic Arts,0.12,2002
Hasbro Family Game Night Fun Pack,Electronic Arts,0.12,2011
FIFA Soccer,Electronic Arts,0.12,2005
Dead Island Definitive Collection,Deep Silver,0.12,2016
Sphinx and the Cursed Mummy,THQ,0.12,2003
Army Men: Soldiers of Misfortune,Zoo Games,0.12,2008
GT Advance 2: Rally Racing,THQ,0.11,2001
Mystery P.I. - Portrait of a Thief,Unknown,0.11,2008
Yakuza,Sega,0.11,2012
DOA 2: Dead or Alive 2 Hardcore,Tecmo Koei,0.11,2000
A Witch's Tale,Nippon Ichi Software,0.11,2009
Hollywood Squares,Ubisoft,0.11,2010
Cabela's Deer Hunt 2005 Season,Activision,0.11,2004
SplashDown,Atari,0.11,2002
Nobunaga no Yabou: Tenshoki,Tecmo Koei,0.11,1995
Stronghold,Gathering of Developers,0.11,2001
Warhammer: Battle March,Deep Silver,0.11,2008
F1 Racing Championship,Video System,0.11,2000
Dead Man's Hand,Atari,0.11,2004
Smash Cars,Metro 3D,0.11,2003
NASCAR 07,Electronic Arts,0.11,2006
Karaoke Revolution Presents American Idol Encore 2,Konami Digital Entertainment,0.11,2008
Nickelodeon Dance,Take-Two Interactive,0.11,2011
Pac 'n Roll,Namco Bandai Games,0.11,2005
Cabela's North American Adventures,Activision,0.11,2010
Mechanic Master,Midway Games,0.11,2008
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,Konami Digital Entertainment,0.11,2005
Melty Blood: Act Cadenza,Sega,0.11,2006
Dokapon Kingdom,Sting,0.11,2007
ToeJam & Earl III: Mission to Earth,Sega,0.11,2002
Phantasy Star Collection,Atari,0.11,2002
Doukoku Shoshite...,Data East,0.11,1998
LEGO Knights' Kingdom,THQ,0.11,2004
Final Fantasy III,Square Enix,0.11,2012
Family Game Night 4: The Game Show,Electronic Arts,0.11,2011
Retro Game Challenge,Namco Bandai Games,0.11,2007
NBA Jam 2002,Acclaim Entertainment,0.11,2002
Every Extend Extra,Disney Interactive Studios,0.11,2006
Shining Force NEO,Sega,0.11,2005
Tony Hawk's Pro Skater 5,Activision,0.11,2015
Brain Quest: Grades 5 & 6,Electronic Arts,0.11,2008
SingStar Latino,Sony Computer Entertainment,0.11,2009
Girl Time,THQ,0.11,2009
Army Men: Sarge's War,Global Star,0.11,2004
Ultimate Mortal Kombat,Midway Games,0.11,2007
Pocket Soccer League: Calciobit,Nintendo,0.11,2012
Primal Rage,Time Warner Interactive,0.11,1994
FIFA Street 2,Electronic Arts,0.11,2006
DiRT Rally,Codemasters,0.11,2016
Heart Catch PreCure! Oshare Collection,Namco Bandai Games,0.11,2010
UEFA Euro 2016,Konami Digital Entertainment,0.11,2016
Taito Legends,Empire Interactive,0.11,2005
Tom Clancy's Rainbow Six: Rogue Spear,Ubisoft,0.11,2002
BoomBots,SouthPeak Games,0.11,1999
Monster Madness: Battle for Suburbia,SouthPeak Games,0.11,2007
Star Trek: Conquest,Bethesda Softworks,0.11,N/A
FIFA Soccer 06,Electronic Arts,0.11,2005
Life is Strange,Square Enix,0.11,2016
NFL Head Coach 09,Electronic Arts,0.11,2008
World Championship Rugby,Acclaim Entertainment,0.11,2004
Phantom Dust,Microsoft Game Studios,0.11,2004
Shinseiki Evangelion: Koutetsu no Girlfriend,Gainax Network Systems,0.11,1998
Shin Sangoku Musou: Multi Raid 2,Tecmo Koei,0.11,2010
Taiko Drum Master: Tokumori!,Namco Bandai Games,0.11,2014
Growlanser Generations,Atlus,0.11,2003
Mega Man Battle Chip Challenge,Capcom,0.11,2003
Desktop Tower Defense,THQ,0.11,2009
Puyo Puyo Tetris,Sega,0.11,2014
Pro Evolution Soccer 2014,Konami Digital Entertainment,0.11,2013
"Sakura Wars: So Long, My Love",Ackkstudios,0.11,2010
The Settlers,Ubisoft,0.11,2007
Grease,505 Games,0.11,2010
My SAT Coach with The Princeton Review,Ubisoft,0.11,2008
Family Fun Football,Tecmo Koei,0.11,2009
Ring of Red,Konami Digital Entertainment,0.11,2000
Cold Winter,Vivendi Games,0.11,2005
International Track & Field 2000,Konami Digital Entertainment,0.11,1999
The Hardy Boys: Treasure on the Tracks,Sega,0.11,2009
PDC World Championship Darts: Pro Tour,O-Games,0.11,2010
Stubbs the Zombie in Rebel Without a Pulse,THQ,0.11,2005
Batman: Dark Tomorrow,Kemco,0.11,2003
Ping Pals,THQ,0.11,2004
Fatal Frame: Maiden of Black Water,Nintendo,0.11,2014
MySims SkyHeroes,Electronic Arts,0.11,2010
Blood Drive,Activision,0.11,2010
18 Wheeler: American Pro Trucker,Acclaim Entertainment,0.11,2002
Jake Hunter Detective Story: Memories of the Past,PQube,0.11,2007
Start the Party! Save the World,Sony Computer Entertainment,0.11,2011
The King of Fighters XII,Ignition Entertainment,0.11,2009
Digimon World DS,Namco Bandai Games,0.11,2006
Naruto Ultimate Collection,Namco Bandai Games,0.11,2008
The King of Fighters '99,SNK,0.11,2000
Mass Destruction,BMG Interactive Entertainment,0.11,1997
Bodycount,Codemasters,0.11,2011
Batman: Rise of Sin Tzu,Ubisoft,0.11,2003
Shinseiki Evangelion: Koutetsu no Girlfriend,Sega,0.11,1998
Skylanders: SuperChargers,Activision,0.11,2015
Super Swing Golf Season 2,Rising Star Games,0.11,2007
Queen's Blade: Spiral Chaos,Namco Bandai Games,0.11,2009
Jikkyou Powerful Pro Yakyuu '95,Konami Digital Entertainment,0.11,1994
Spy vs Spy,Global Star,0.11,2005
Coraline,D3Publisher,0.11,2009
The Price is Right: Decades,Ubisoft,0.11,2011
Sega Touring Car Championship,Sega,0.11,1996
GoldenEye: Rogue Agent,Electronic Arts,0.11,2005
JASF: Jane's Advanced Strike Fighters,Deep Silver,0.11,2011
Cake Mania,Majesco Entertainment,0.11,2007
Cold Fear,Ubisoft,0.11,2005
Akiba's Trip: Undead & Undressed,Acquire,0.11,2014
Zangeki no Reginleiv,Nintendo,0.11,2010
Stronghold Kingdoms,DTP Entertainment,0.11,2011
Fabulous Finds,ValuSoft,0.11,2009
Vacation Sports,Ubisoft,0.11,2009
Daito Giken Koushiki Pachi-Slot Simulator: Hihouden,Daito,0.11,2006
PDC World Championship Darts: Pro Tour,O-Games,0.11,2010
Pimp My Ride,Activision,0.11,2008
Surf's Up,Ubisoft,0.11,2007
Invizimals: The Lost Tribes,Sony Computer Entertainment,0.11,2011
Let's Play Garden,Deep Silver,0.11,2010
NHL Hitz 20-03,Midway Games,0.11,2002
Murakumo: Renegade Mech Pursuit,From Software,0.11,2002
Heavy Fire: Afghanistan,Mastiff,0.11,2011
Samurai Warriors 4-II,Tecmo Koei,0.11,2015
Open Season,Ubisoft,0.11,2006
WireWay,Konami Digital Entertainment,0.11,2009
Gun Metal,Rage Software,0.11,2002
Just In Time Translations,THQ,0.11,2009
John Daly's ProStroke Golf,O-Games,0.11,2010
Pro Yaky? Spirits 5,Konami Digital Entertainment,0.11,2008
Samurai Warriors 4-II,Tecmo Koei,0.11,2015
BloodRayne,Universal Interactive,0.11,2002
The Hardy Boys: The Hidden Theft,The Adventure Company,0.11,2009
Metal Slug 4 & 5,SNK Playmore,0.11,2005
Pac-Man and the Ghostly Adventures 2,Namco Bandai Games,0.11,2014
ECW Anarchy Rulz,Acclaim Entertainment,0.11,1999
InuYasha: A Feudal Fairy Tale,Namco Bandai Games,0.11,2002
Gem Quest: 4 Elements,Mastertronic,0.11,2011
Funky Barn,Ubisoft,0.11,2012
J-League Winning Eleven 9: Asia Championship,Konami Digital Entertainment,0.11,2005
Sabrina The Teenage Witch: Potion Commotion,Ubisoft,0.11,2002
Pac-Man Pinball Advance,Zoo Digital Publishing,0.11,2005
Pocket Pets,O3 Entertainment,0.11,2007
Yu Yu Hakusho: Tournament Tactics,Atari,0.11,2004
Home Run King,Sega,0.11,2002
Power Rangers: Super Legends,Disney Interactive Studios,0.11,2007
To Heart 2: Dungeon Travelers,Aqua Plus,0.11,2011
Where the Wild Things Are,Warner Bros. Interactive Entertainment,0.11,2009
Lost in Blue,Konami Digital Entertainment,0.11,2005
Criminal Girls: Invite Only,Nippon Ichi Software,0.11,2013
WWE All Stars,THQ,0.11,2011
MLB Power Pros,Konami Digital Entertainment,0.11,2007
Truth or Lies,THQ,0.11,2010
Virtua Fighter CG Portrait Series Vol.1: Sarah Bryant,Sega,0.11,1995
Kousoku Card Battle: Card Hero,Nintendo,0.11,2007
AirForce Delta Strike,Konami Digital Entertainment,0.11,2004
Dora's Big Birthday Adventure,Take-Two Interactive,0.11,2010
Tokimeki Memorial: Girl's Side 2nd Season,Konami Digital Entertainment,0.11,2008
Disney's Peter Pan: Return to Never Land,Ubisoft,0.11,2002
The Fairly Odd Parents: Breakin Da Rules,THQ,0.11,2003
Monkey Island: Special Edition Collection,Activision,0.11,2011
Capcom vs. SNK 2 EO,Capcom,0.11,2002
Hot Wheels Velocity X,THQ,0.11,2002
Super Run For Money Tousouchuu Atsumare! Saikyou no Tousou Monotachi,Namco Bandai Games,0.11,2015
Spyborgs,Capcom,0.11,2009
American Girl: Julie Finds a Way,THQ,0.11,2007
Contra Advance: The Alien Wars EX,Konami Digital Entertainment,0.11,2002
Jikkyou Powerful Pro Baseball 2016,Konami Digital Entertainment,0.11,2016
The History Channel: Battle for the Pacific,Activision,0.11,2007
18 Wheels of Steel: Extreme Trucker 2,Rondomedia,0.11,2011
Happy Feet Two,Warner Bros. Interactive Entertainment,0.11,2011
Army Men: RTS,3DO,0.11,2002
Mobile Suit Gundam: MS Sensen 0079,Namco Bandai Games,0.11,2007
Pinball Hall of Fame: The Williams Collection,System 3 Arcade Software,0.11,2008
Space Chimps,Brash Entertainment,0.11,2008
The Spiderwick Chronicles,Vivendi Games,0.11,2008
Project CARS,Slightly Mad Studios,0.11,2015
Green Lantern: Rise of the Manhunters,Warner Bros. Interactive Entertainment,0.11,2011
Eragon,Vivendi Games,0.11,2006
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,THQ,0.11,2011
Guitar Rock Tour,Gameloft,0.11,2007
Mortal Kombat: Deception,Midway Games,0.11,2005
ESPN NHL Hockey,Sega,0.11,2003
Monster Lab,Eidos Interactive,0.11,2008
XXX,Activision,0.11,2002
Machinarium,Daedalic,0.11,2009
The Smurfs 2,Ubisoft,0.11,2013
Maximum Force,GT Interactive,0.11,1997
NCIS 3D,Ubisoft,0.11,2011
Worms Forts: Under Siege,Acclaim Entertainment,0.11,2004
Alvin and the Chipmunks: Chipwrecked,505 Games,0.11,2011
Totally Spies! Totally Party,Ubisoft,0.11,2008
Smash Court Tennis 3,Atari,0.11,2007
ATV Quad Kings,Storm City Games,0.11,2010
Naruto Shippuden: Naruto vs. Sasuke,Takara Tomy,0.11,2008
DualPenSports,Namco Bandai Games,0.11,2011
Project: Snowblind,Eidos Interactive,0.11,2005
Astro Boy: The Video Game,D3Publisher,0.11,2009
HOP,505 Games,0.11,2011
Brave Story: New Traveler (US sales),Sony Computer Entertainment,0.11,2006
Disney's Extreme Skate Adventure,Activision,0.11,2003
Tales of Phantasia (PS1 & PSP Versions),Namco Bandai Games,0.11,2006
Kouchuu Ouja Mushi King: Super Collection,Sega,0.11,2007
The Adventures of Jimmy Neutron Boy Genius: Jet Fusion,THQ,0.11,2003
Pac-Man World 2,Zoo Digital Publishing,0.11,2005
Yoostar2,Unknown,0.11,2011
Avatar: The Last Airbender,THQ,0.11,2006
Odama,Nintendo,0.11,2006
Karaoke Revolution Presents American Idol Encore,Konami Digital Entertainment,0.11,2008
FlatOut: Ultimate Carnage,Empire Interactive,0.11,2007
Mobile Light Force 2,Taito,0.11,2002
Naval Ops: Warship Gunner,Tecmo Koei,0.11,2003
Soma Bringer,Nintendo,0.11,2008
"Sesame Street: Ready, Set, Grover!",Warner Bros. Interactive Entertainment,0.11,2011
Shin Sangoku Musou 6 Special,Tecmo Koei,0.11,2011
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,THQ,0.11,2011
Go! Sudoku (JP sales),Sony Computer Entertainment,0.11,2005
EA Replay,Electronic Arts,0.11,2006
Paws & Claws Pet Vet: Australian Adventures,THQ,0.11,2009
Bionicle Heroes,Eidos Interactive,0.11,2006
Trauma Center: Under the Knife 2,Atlus,0.11,2008
Puss in Boots,THQ,0.11,2011
Split/Second,Disney Interactive Studios,0.11,2010
The Croods: Prehistoric Party!,D3Publisher,0.11,2013
The King of Fighters 2000/2001,Ignition Entertainment,0.11,2003
Lunacy,Sega,0.11,1996
Batman & Robin,Acclaim Entertainment,0.11,1998
Snowboard Kids 2,Atlus,0.11,1999
Tonic Trouble,Ubisoft,0.11,1999
Nuclear Strike 64,THQ,0.11,1999
Chameleon Twist,Sunsoft,0.11,1997
Top Gear Rally 2,Kemco,0.11,1999
Chopper Attack,GT Interactive,0.11,1997
Vigilante 8: 2nd Offense,Activision,0.11,2000
Fighting Force 64,Crave Entertainment,0.11,1999
Thief (2014),Square Enix,0.11,2014
Rock Band: Metal Track Pack,MTV Games,0.11,2009
Pac-Man and the Ghostly Adventures 2,Namco Bandai Games,0.11,2014
BlazBlue: Calamity Trigger Portable,PQube,0.11,2010
Night at the Museum: Battle of the Smithsonian,Majesco Entertainment,0.11,2009
Street Fighter Collection,Capcom,0.11,1996
Ninja Assault,Namco Bandai Games,0.11,2002
Tales of Berseria,Namco Bandai Games,0.11,2016
Samurai Warriors 4,Tecmo Koei,0.11,2014
GunGriffon Blaze,Swing! Entertainment,0.11,2000
Higurashi no Naku Koro ni Matsuri,Alchemist,0.11,2007
Frontier Gate,Konami Digital Entertainment,0.11,2011
Transformers: Devastation,Activision,0.11,2015
Top Angler: Real Bass Fishing,Xicat Interactive,0.11,2002
Gabrielle's Ghostly Groove 3D,Funbox Media,0.11,2011
Michael Phelps: Push the Limit,505 Games,0.11,2011
Breakout,Hasbro Interactive,0.11,1999
Frogger: Helmet Chaos,Konami Digital Entertainment,0.11,2005
AKB48+Me,Unknown,0.11,2012
Touch Detective 2 1/2,505 Games,0.11,2007
Alias,Acclaim Entertainment,0.11,2004
Planet 51,Sega,0.11,2009
Call of Juarez: The Cartel,Ubisoft,0.11,2011
Sakura Taisen Hanagumi Tsuushin,Sega,0.11,1997
Famicom Mini: Famicom Tantei Club - Kieta Koukeisha Zenkouhen,Nintendo,0.11,2004
Tornado Outbreak,Konami Digital Entertainment,0.11,2009
Pimp My Ride,Activision,0.11,2006
Michael Jackson: The Experience,Ubisoft,0.11,2011
Astro Boy: The Video Game,D3Publisher,0.11,2009
Outlaw Golf: Nine Holes of Christmas,Simon & Schuster Interactive,0.11,2002
NHL Rivals 2004,Microsoft Game Studios,0.11,2003
X-Men: Next Dimension,Activision,0.11,2002
Tyco RC: Assault with a Battery,Syscom,0.11,1999
Felony 11-79,ASCII Entertainment,0.11,1997
Terraria,Screenlife,0.11,2013
Classic Road,Victor Interactive,0.11,1993
Bust-A-Move DS,505 Games,0.11,2005
Nicktoons: Unite!,THQ,0.11,2006
SimAnimals Africa,Electronic Arts,0.11,2009
Death Jr.: Root of Evil,Eidos Interactive,0.11,2008
One Piece: Burning Blood,Namco Bandai Games,0.11,2016
Panzer Dragoon Saga,Sega,0.11,1997
Sonic Generations,Sega,0.11,2011
Mushroom Men: Rise of the Fungi,SouthPeak Games,0.11,2008
Shining Ark,Sega,0.11,2013
The Scorpion King: Rise of the Akkadian,Universal Interactive,0.11,2002
Backyard Baseball '10,Atari,0.11,2009
Transformers: Beast Wars Transmetals,BAM! Entertainment,0.11,2000
GiFTPiA,Unknown,0.11,N/A
Animal Planet: Vet Life,Activision,0.11,2009
My Little Sister Can't Be This Cute Portable,Namco Bandai Games,0.11,2012
Silly Bandz: Play The Craze,Deep Silver,0.11,2010
Charlie and the Chocolate Factory,Global Star,0.11,2005
Constantine,SCi,0.11,2005
Where the Wild Things Are,Warner Bros. Interactive Entertainment,0.11,2009
Dynasty Tactics 2,Tecmo Koei,0.11,2003
Real World Golf,Valcon Games,0.11,2005
Winter Heat,Sega,0.11,1996
Ty the Tasmanian Tiger 2: Bush Rescue,Electronic Arts,0.11,2004
Digimon Story: Cyber Sleuth,Namco Bandai Games,0.11,2016
JU-ON: The Grudge,Rising Star Games,0.11,2009
Defender,Midway Games,0.11,2002
Deca Sports DS,Hudson Soft,0.11,2009
The Polar Express,THQ,0.11,2004
BMX XXX,Acclaim Entertainment,0.11,2002
ATV: Quad Frenzy,Majesco Entertainment,0.11,2005
Akiba's Trip: Undead & Undressed,Nippon Ichi Software,0.11,2013
Backyard NFL Football '10,Atari,0.11,2009
The Godfather: Mob Wars,Electronic Arts,0.11,2006
Lady Sia,TDK Mediactive,0.11,2001
Rock Band: Metal Track Pack,MTV Games,0.11,2009
Rocky Balboa,Ubisoft,0.11,2007
The Lord of the Rings: Conquest,Electronic Arts,0.11,2009
PriPara Mezase! Idol Grand Prix No.1!,Takara Tomy,0.11,2015
National Geographic Challenge!,Black Bean Games,0.11,2011
Robotech: Invasion,Global Star,0.11,2004
Hole in the Wall: Deluxe Edition,Ubisoft,0.11,2011
Dr. Seuss' The Cat in the Hat,Vivendi Games,0.11,2003
Rogue Warrior,Bethesda Softworks,0.11,2009
Irozuki Tingle no Koi no Balloon Trip,Nintendo,0.11,2009
Master of the Monster Lair,Rising Star Games,0.11,2007
Hellboy: The Science of Evil,Konami Digital Entertainment,0.11,2008
Murdered: Soul Suspect,Square Enix,0.11,2014
X-Men: Destiny,Activision,0.11,2011
Starsky & Hutch,BAM! Entertainment,0.11,2003
Final Fantasy I & II,Square,0.11,1994
Rugby 15,Bigben Interactive,0.11,2015
Langrisser IV,NCS,0.11,1997
FoxKids.com Micro Maniacs Racing,Codemasters,0.11,2000
Cats & Dogs: The Revenge of Kitty Galore,505 Games,0.11,2010
Hexen: Beyond Heretic,GT Interactive,0.11,1997
Arcade Party Pak,Midway Games,0.11,1999
Kotoba no Puzzle: Mojipittan Daijiten,Namco Bandai Games,0.11,2004
Yamaha Supercross,Zoo Digital Publishing,0.11,2009
Picross 3D 2,Nintendo,0.11,2015
Hitman Trilogy,Eidos Interactive,0.11,2007
Dragon Quest & Final Fantasy in Itadaki Street Portable,Square Enix,0.11,2006
Tetris Evolution,THQ,0.11,2007
Patapon 2,Sony Computer Entertainment,0.11,2008
Cabela's Adventure Camp,Activision,0.11,2011
Attack of the Movies 3D,Majesco Entertainment,0.11,2010
Railroad Tycoon II,PopTop Software,0.11,1999
Angry Birds Star Wars,Activision,0.11,2013
Hysteria Hospital: Emergency Ward,Oxygen Interactive,0.11,2009
The Cheetah Girls: Pop Star Sensations,Disney Interactive Studios,0.11,2007
Transformer: Rise of the Dark Spark,Activision,0.11,2014
Kirarin * Revolution: Kira Kira Idol Audition,Konami Digital Entertainment,0.11,2006
Ranma 1/2: Akanekodan Teki Hihou,TOHO,0.11,1993
The BIGS,Take-Two Interactive,0.11,2007
Blades of Time,Konami Digital Entertainment,0.11,2012
My Boyfriend,DTP Entertainment,0.11,2008
Scribblenauts Unmasked: A DC Comics Adventure,Warner Bros. Interactive Entertainment,0.11,2013
Victory Zone,Sony Computer Entertainment,0.11,1995
Rengoku: The Tower of Purgatory,Konami Digital Entertainment,0.11,2005
Goal Storm '97,Konami Digital Entertainment,0.11,1996
Paws & Claws: Pet Resort,THQ,0.11,2009
Dynasty Warriors Advance,Nintendo,0.11,2005
Pachi-Slot Aruze Oukoku 3,Aruze Corp,0.11,2000
Science Papa,Activision,0.11,2009
Tournament Pool,Destineer,0.11,2009
Cabela's North American Adventures,Activision,0.11,2010
Aqua Aqua,3DO,0.11,2000
Viewtiful Joe: Double Trouble!,Capcom,0.11,2005
Tom Clancy's Splinter Cell: Conviction,Ubisoft,0.11,2010
Mega Man Zero 4,Capcom,0.11,2005
Black Bass with Blue Marlin,Starfish,0.11,1999
Mega Man Battle Network 5: Double Team DS (JP sales),Nintendo,0.11,2005
Utawarerumono: Chiriyukusha e no Komoriuta,Aqua Plus,0.11,2006
Hyper Formation Soccer,Human Entertainment,0.11,1995
Tiger Woods PGA Tour 06,Electronic Arts,0.11,2005
Jupiter Strike,Acclaim Entertainment,0.11,1994
Sudokuro,Crave Entertainment,0.11,2007
BlazBlue: Continuum Shift II,PQube,0.11,2011
Saigo no Yakusoku no Monogatari,Unknown,0.11,2011
The Book of Unwritten Tales,HMH Interactive,0.11,2009
Metal Gear Solid Integral,Konami Digital Entertainment,0.11,1999
Naruto Shippuden 3D: The New Era,505 Games,0.11,2011
FIFA World Cup Germany 2006,Electronic Arts,0.11,2006
Disney's Chicken Little: Ace In Action,Disney Interactive Studios,0.11,N/A
Lego Star Wars: The Force Awakens,Warner Bros. Interactive Entertainment,0.11,2016
Reign of Fire,BAM! Entertainment,0.11,2002
Rock Band Track Pack: Classic Rock,MTV Games,0.11,2009
Rock Revolution,Konami Digital Entertainment,0.11,2008
Big League Sports: Summer,Activision,0.11,2009
Tom Clancy's HAWX 2,Ubisoft,0.11,2010
Sakura Wars,Sega,0.11,2000
Jampack Volume 14 (RP-T),Sony Computer Entertainment,0.11,2006
Pro Yakyuu Team o Tsukurou! 2,Sega,0.11,2009
Mace Griffin: Bounty Hunter,Electronic Arts,0.11,2003
Martian Gothic: Unification,Take-Two Interactive,0.11,2001
Woody Woodpecker Racing,Konami Digital Entertainment,0.11,1999
Final Fantasy XII International Zodiac Job System,Square Enix,0.11,2007
Barbie in The 12 Dancing Princesses,Activision,0.11,2007
Fight Club,Vivendi Games,0.11,2004
Carnage Heart,Sony Computer Entertainment,0.11,1995
"Grand Theft Auto: Mission Pack #1, London 1969",Take-Two Interactive,0.11,1998
Kamen Rider: Climax Heroes,Namco Bandai Games,0.11,2009
Robotics;Notes,5pb,0.11,2012
Disney Channel Collection Vol. 1,N/A,0.11,2004
Total Immersion Racing,Empire Interactive,0.11,2002
Virtual Hydlide,Sega,0.11,1995
World Series of Poker: Tournament of Champions 2007 Edition,Activision,0.11,2006
Tales of the World: Reve Unitia,Namco Bandai Games,0.11,2014
Karaoke Revolution,Konami Digital Entertainment,0.11,2009
Warriors Orochi 3,Ubisoft Annecy,0.11,2012
The Bachelor: The Videogame,Warner Bros. Interactive Entertainment,0.11,2010
Space Invaders,Activision,0.11,2002
BlazBlue: Chrono Phantasma,Arc System Works,0.11,2014
Digimon Digital Card Battle,Namco Bandai Games,0.11,1999
Toukiden 2,Tecmo Koei,0.11,2016
Earth Defense Force 2: Invaders from Planet Space,Xseed Games,0.11,2014
Kuroko's Basketball: Miracle Game,Namco Bandai Games,0.11,2012
Dreamer Series: Top Model,DreamCatcher Interactive,0.11,2009
Jikkyou Powerful Pro Yakyuu 13 Ketteiban,Konami Digital Entertainment,0.11,2006
Shovel Knight,Yacht Club Games,0.11,2015
Yuusha no Kuse ni Namaikida Or 3D,Sony Computer Entertainment,0.11,2010
The First Templar,Kalypso Media,0.11,2011
X-Men: The Official Game,Activision,0.11,2006
Dead to Rights II,Electronic Arts,0.11,2005
Petz Fashion: Dogz & Catz,Ubisoft,0.11,2009
Project: Horned Owl,Sony Computer Entertainment,0.11,1995
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,Namco Bandai Games,0.11,2012
Child of Light,Ubisoft,0.11,2014
SingStar Guitar,Sony Computer Entertainment,0.11,2010
Dragon Ball Z Super Gokuden: Kakusei-Hen,Namco Bandai Games,0.11,1995
Help Wanted: 50 Wacky Jobs,Hudson Soft,0.11,2008
Busou Shinki: Battle Masters Mk. 2,Konami Digital Entertainment,0.11,2011
